step,node_index,x,y,step_distance,cumulative_distance
555,785,651.318415,649.318409,40.798695,14161.172221
556,697,666.757082,661.763908,19.830353,14181.002574
557,442,669.724045,653.329185,8.941332,14189.943906
558,301,676.700037,638.459634,16.424617,14206.368522
559,20,684.837219,638.353264,8.137877,14214.506399
560,820,695.652761,661.914301,25.924861,14240.43126
561,892,711.498867,641.600277,25.763513,14266.194773
562,399,719.011722,627.045802,16.379125,14282.573898
563,904,733.591597,632.771813,15.66397,14298.237868
564,412,760.664533,637.109317,27.418202,14325.65607
565,513,758.892219,639.18707,2.730963,14328.387033
566,194,758.85161,646.604041,7.417082,14335.804115
567,480,749.34865,655.728967,13.174616,14348.978731
568,492,740.375832,666.598531,14.094641,14363.073372
569,903,779.4118,752.708817,94.545164,14457.618536
570,600,814.332265,752.253325,34.923436,14492.541972
571,164,829.700484,753.009745,15.386823,14507.928795
572,14,837.837644,768.794747,17.758933,14525.687727
573,854,866.597207,763.472688,29.24785,14554.935578
574,803,863.344851,751.462138,12.443115,14567.378693
575,225,915.763848,807.672548,76.859361,14644.238054
576,82,929.374321,809.019431,13.676955,14657.915009
577,848,932.594796,821.146274,12.547183,14670.462191
578,975,916.64099,827.499136,17.172151,14687.634343
579,130,926.893901,839.638324,15.889684,14703.524027
580,544,914.278026,860.204269,24.12713,14727.651157
581,246,944.83476,862.410078,30.636246,14758.287403
582,582,957.061917,860.979079,12.310611,14770.598013
583,52,969.686077,883.880138,26.150103,14796.748117
584,610,985.991921,893.093913,18.728966,14815.477083
585,78,995.265014,890.808702,9.550521,14825.027603
586,264,991.327292,925.038673,34.455719,14859.483322
587,659,987.846589,958.139617,33.283446,14892.766769
588,35,991.7931,964.059172,7.114498,14899.881267
589,851,997.90845,980.369017,17.418626,14917.299893
590,677,965.494699,995.496161,35.769843,14953.069736
591,964,952.60895,971.502907,27.234515,14980.304251
592,336,936.181205,946.69186,29.756661,15010.060912
593,333,921.457331,929.092577,22.946181,15033.007093
594,675,943.18516,906.943121,31.027358,15064.034451
595,120,899.582527,887.52341,47.731696,15111.766146
596,824,880.825762,910.306657,29.510889,15141.277036
597,502,898.588056,955.921798,48.951407,15190.228442
598,433,921.087699,983.756836,35.791386,15226.019828
599,606,894.590685,978.45225,27.022775,15253.042603
600,202,890.316096,983.097922,6.313033,15259.355636
601,430,835.9069,972.263714,55.477389,15314.833025
602,620,820.557564,968.458718,15.813921,15330.646946
603,585,838.596095,932.684766,40.064501,15370.711447
604,906,818.105609,925.011831,21.87999,15392.591436
605,25,820.190184,913.645912,11.5555,15404.146936
606,817,842.802547,894.24558,29.794157,15433.941093
607,529,870.087077,875.676469,33.003901,15466.944995
608,356,871.544857,844.322214,31.388125,15498.333119
609,187,859.597757,853.135493,14.846114,15513.179233
610,987,829.903737,866.772856,32.67587,15545.855103
611,922,828.028149,879.654774,13.017743,15558.872846
612,221,817.616857,884.797163,11.612027,15570.484873
613,632,784.460589,895.352047,34.795742,15605.280616
614,937,773.845132,870.954415,26.606998,15631.887614
615,988,792.918356,862.404778,20.901774,15652.789388
616,713,794.374627,854.217799,8.315489,15661.104877
617,315,815.69389,836.465385,27.742732,15688.847609
618,177,819.700533,816.907229,19.964334,15708.811943
619,985,792.515412,808.773129,28.375947,15737.187891
620,185,792.623714,784.988015,23.785361,15760.973251
621,849,813.793094,778.013778,22.288621,15783.261873
622,252,837.450262,797.172239,30.441883,15813.703755
623,239,866.101465,800.635084,28.859708,15842.563463
624,90,898.268251,790.526029,33.717876,15876.281339
625,629,903.454366,786.040293,6.856939,15883.138278
626,59,915.823194,776.13297,15.84749,15898.985769
627,375,929.459668,767.890865,15.933792,15914.919561
628,997,990.528485,791.563943,65.496679,15980.41624
629,722,988.822946,778.430545,13.243679,15993.659919
630,992,971.303379,770.663802,19.163964,16012.823883
631,552,961.983654,727.685458,43.977214,16056.801096
632,447,973.671494,694.002887,35.652788,16092.453884
633,972,996.594331,680.255903,26.728935,16119.182819
634,715,964.339084,666.095649,35.226605,16154.409424
635,771,927.619123,658.701188,37.45709,16191.866515
636,662,917.144719,671.950475,16.889546,16208.75606
637,205,900.922243,672.465959,16.230663,16224.986724
638,575,913.285975,705.073773,34.873076,16259.8598
639,733,882.051019,708.940926,31.473438,16291.333238
640,765,871.881026,724.111766,18.264258,16309.597496
641,764,874.088183,701.719894,22.500388,16332.097884
642,305,864.790309,697.213919,10.332197,16342.430081
643,291,840.631478,690.855276,24.981622,16367.411702
644,312,822.177146,695.187817,18.956088,16386.36779
645,850,794.278737,709.142933,31.194014,16417.561804
646,541,772.100878,691.717994,28.20436,16445.766164
647,648,778.914286,641.517929,50.66033,16496.426494
648,591,772.286444,630.967073,12.45989,16508.886384
649,758,816.330027,483.872092,153.547291,16662.433675
650,271,808.001576,465.399007,20.263711,16682.697386
651,561,800.848154,463.134083,7.503421,16690.200807
652,360,789.943989,444.145759,21.896512,16712.097319
653,370,798.381115,415.952997,29.428166,16741.525485
654,244,817.174486,434.027044,26.074163,16767.599648
655,734,819.771651,409.9853,24.18162,16791.781268
656,749,825.746453,381.758874,28.851852,16820.633119
657,990,837.444241,354.895496,29.299818,16849.932937
658,104,819.802587,322.234013,37.121429,16887.054366
659,608,855.178528,364.278453,54.947176,16942.001542
660,504,862.854909,341.311815,24.215559,16966.217101
661,838,884.998945,366.077801,33.222167,16999.439268
662,637,889.813909,371.10061,6.957908,17006.397176
663,689,894.863029,365.629082,7.445215,17013.842391
664,983,930.557471,362.02804,35.875628,17049.718019
665,548,900.228265,390.750104,41.771015,17091.489034
666,860,895.853897,416.018543,25.64428,17117.133314
667,381,912.788164,435.127736,25.532933,17142.666247
668,708,916.784196,493.645862,58.654406,17201.320653
669,887,883.647164,494.085431,33.139948,17234.4606
670,894,891.829312,458.729651,36.290201,17270.750802
671,119,863.939017,463.406321,28.279671,17299.030472
672,303,848.656154,472.38123,17.723287,17316.753759
673,621,837.826733,511.802207,40.881411,17357.635171
674,160,862.150865,551.800211,46.8135,17404.448671
675,706,897.160429,554.49056,35.112782,17439.561453
676,486,922.545332,583.51436,38.558713,17478.120166
677,265,890.281011,603.90724,38.168783,17516.288949
678,253,882.952284,615.264828,13.516843,17529.805792
679,191,876.810663,602.653774,14.027053,17543.832844
680,568,869.769811,575.228139,28.314996,17572.147841
681,554,857.16202,567.052075,15.02679,17587.174631
682,86,832.777044,577.944173,26.707019,17613.88165
683,896,805.597283,567.370185,29.164168,17643.045817
684,947,805.465762,538.078975,29.291505,17672.337323
685,649,809.100962,530.918978,8.029958,17680.367281
686,19,769.27909,512.752134,43.770032,17724.137313
687,453,765.671517,543.460553,30.919599,17755.056912
688,699,750.014595,561.290449,23.728557,17778.785469
689,627,743.44537,576.343209,16.423771,17795.20924
690,525,741.884526,580.889195,4.806478,17800.015718
691,259,705.925008,583.729403,36.071508,17836.087227
692,668,662.97889,589.156291,43.287644,17879.37487
693,960,645.483034,563.192977,31.308124,17910.682994
694,263,660.817846,549.742848,20.397609,17931.080603
695,145,656.21345,546.927631,5.396843,17936.477446
696,232,638.109778,543.597331,18.407439,17954.884885
697,730,634.207636,535.929926,8.603244,17963.488129
698,564,621.434509,537.101864,12.826777,17976.314906
699,212,621.07827,519.419512,17.68594,17994.000847
700,813,602.163478,516.763842,19.100312,18013.101159
701,127,607.058548,496.809689,20.545801,18033.64696
702,91,609.157786,494.474421,3.140108,18036.787067
703,816,612.527297,496.432589,3.897183,18040.68425
704,542,651.518418,516.435596,43.822686,18084.506935
705,111,690.46827,500.995812,41.898424,18126.405359
706,115,733.762519,477.321755,49.344229,18175.749588
707,416,696.571644,479.830071,37.275364,18213.024952
708,581,671.128854,461.074723,31.608522,18244.633474
709,196,610.009442,444.718203,63.270201,18307.903675
710,745,598.903134,423.997889,23.509179,18331.412854
711,871,595.300188,434.197332,10.817109,18342.229963
712,966,581.542853,453.51098,23.712471,18365.942434
713,238,497.493998,422.722079,89.510706,18455.45314
714,323,486.06785,420.434791,11.652834,18467.105974
715,630,499.538124,402.429557,22.486367,18489.592341
716,327,488.302455,395.919063,12.985638,18502.577978
717,87,486.119958,395.813315,2.185057,18504.763036
718,725,478.180459,381.150911,16.673984,18521.43702
719,818,475.391944,369.861952,11.62826,18533.065279
720,270,479.400657,371.663625,4.394975,18537.460255
721,277,490.82972,372.451728,11.456202,18548.916457
722,746,501.787269,380.459289,13.571622,18562.488079
723,802,516.133397,357.186968,27.338843,18589.826921
724,696,512.313878,334.832519,22.678406,18612.505328
725,285,525.216345,335.247981,12.909154,18625.414482
726,3,536.20204,332.197699,11.401304,18636.815785
727,970,546.989923,324.33452,13.349457,18650.165242
728,751,537.782463,317.028602,11.753883,18661.919125
729,507,537.565395,310.974156,6.058337,18667.977462
730,248,534.933209,311.458854,2.676441,18670.653903
731,707,532.298981,291.300416,20.329825,18690.983727
732,134,544.96136,279.29937,17.445943,18708.429671
733,13,573.408086,265.321705,31.695288,18740.124959
734,110,571.521106,248.413309,17.013364,18757.138323
735,208,604.693279,270.45034,39.824914,18796.963238
736,895,607.403498,287.695434,17.456763,18814.42
737,798,617.087486,309.263998,23.642813,18838.062813
738,565,594.831225,309.359651,22.256466,18860.319279
739,165,592.823175,324.864237,15.634079,18875.953358
740,29,573.168515,336.106099,22.642552,18898.59591
741,996,566.951236,336.071848,6.217373,18904.813283
742,840,533.657126,362.551755,42.540371,18947.353654
743,590,524.441357,370.95287,12.47033,18959.823985
744,245,534.798719,365.127571,11.883141,18971.707126
745,691,549.954489,364.107638,15.190051,18986.897177
746,155,560.485469,390.086823,28.032474,19014.929651
747,498,582.267594,382.484633,23.070636,19038.000287
748,344,604.96949,360.698664,31.464337,19069.464624
749,488,626.115013,369.106907,22.755915,19092.220539
750,953,630.931134,374.977158,7.59308,19099.813619
751,837,631.795345,393.283185,18.326415,19118.140034
752,384,654.464484,414.450004,31.014901,19149.154935
753,217,657.947476,439.507797,25.2987,19174.453635
754,154,662.421412,434.60321,6.638606,19181.092241
755,952,703.623042,412.487464,46.761955,19227.854196
756,139,761.696224,436.011728,62.656888,19290.511084
757,915,759.403964,395.681184,40.395634,19330.906718
758,926,760.043414,386.314144,9.38884,19340.295558
759,757,765.344819,371.586955,15.652316,19355.947874
760,889,773.163123,363.332886,11.369061,19367.316935
761,206,780.099773,365.520099,7.273309,19374.590244
762,96,770.285967,343.033283,24.53503,19399.125273
763,50,750.814941,334.830541,21.128318,19420.253592
764,959,734.878434,313.644939,26.510412,19446.764004
765,829,732.158542,316.045063,3.627452,19450.391456
766,948,719.535467,327.195942,16.842924,19467.23438
767,338,731.590005,367.780465,42.336927,19509.571307
768,755,738.465955,375.742731,10.520284,19520.091592
769,330,692.416095,368.188792,46.665315,19566.756906
770,536,681.366386,372.65893,11.919656,19578.676563
771,54,679.051952,372.109619,2.378728,19581.055291
772,528,660.111433,351.020261,28.346152,19609.401443
773,438,652.590994,336.773466,16.109878,19625.51132
774,67,668.834354,303.805779,36.752077,19662.263397
775,587,686.588648,295.65733,19.534896,19681.798294
776,272,647.890424,284.216619,40.353964,19722.152257
777,795,668.718255,253.150988,37.401497,19759.553754
778,503,668.134772,246.87101,6.307026,19765.86078
779,526,670.284872,237.865605,9.258522,19775.119302
780,400,668.463121,231.302295,6.811447,19781.93075
781,965,680.511792,217.651344,18.207662,19800.138411
782,971,711.200385,246.007051,41.7832,19841.921612
783,540,738.41205,279.634052,43.257946,19885.179558
784,121,774.297446,288.710242,37.015386,19922.194945
785,201,778.020594,283.299578,6.567886,19928.76283
786,819,794.259891,241.002215,45.307634,19974.070464
787,85,776.954442,256.851738,23.466698,19997.537162
788,487,765.919802,254.447176,11.293591,20008.830753
789,881,746.130943,247.020542,21.136552,20029.967306
790,744,744.049422,234.500819,12.69158,20042.658886
791,804,718.924951,241.644018,26.12019,20068.779076
792,638,722.126603,203.194434,38.582652,20107.361728
793,198,745.576386,198.725457,23.871825,20131.233554
794,652,747.179103,187.119399,11.716198,20142.949752
795,650,743.366995,173.430258,14.210022,20157.159774
796,24,754.173172,181.464916,13.465852,20170.625626
797,925,771.360245,184.809122,17.509403,20188.135029
798,362,777.076001,174.968287,11.38033,20199.515359
799,294,807.237064,167.240558,31.13531,20230.650669
800,614,812.930849,147.76566,20.290166,20250.940835
801,989,828.199486,130.698048,22.900538,20273.841373
802,223,820.279955,132.304239,8.080768,20281.922141
803,258,802.894292,135.938598,17.761471,20299.683612
804,784,771.105261,128.581408,32.629292,20332.312904
805,170,788.833699,86.306612,45.841639,20378.154543
806,578,725.454118,107.533339,66.839697,20444.99424
807,518,715.808451,95.410147,15.492278,20460.486518
808,324,704.274971,64.114547,33.353197,20493.839715
809,124,687.989309,62.635644,16.352674,20510.192389
810,179,671.586008,89.403068,31.393682,20541.586071
811,873,665.424728,101.53545,13.607206,20555.193277
812,256,658.076254,103.932664,7.7296,20562.922877
813,367,632.673375,134.872027,40.031867,20602.954744
814,986,653.986288,139.14113,21.736272,20624.691016
815,968,657.811756,131.361966,8.668887,20633.359903
816,579,682.986141,138.798337,26.249749,20659.609652
817,92,695.782174,122.316321,20.866129,20680.475781
818,292,711.175991,143.711577,26.357667,20706.833448
819,343,702.928024,151.706787,11.487052,20718.320499
820,806,675.974257,174.794851,35.49034,20753.810839
821,378,665.809987,161.272998,16.916055,20770.726894
822,26,658.074157,170.126888,11.757314,20782.484208
823,466,627.784138,198.808361,41.714652,20824.19886
824,401,637.707552,231.740317,34.394591,20858.593451
825,36,629.99071,233.373184,7.887707,20866.481157
826,489,584.393094,158.205475,87.916591,20954.397748
827,213,553.716614,119.378013,49.483515,21003.881264
828,420,574.164268,92.267641,33.957015,21037.838278
829,8,597.599464,69.876961,32.412204,21070.250482
830,729,611.087873,64.851275,14.394259,21084.64474
831,686,617.819104,52.364439,14.185576,21098.830316
832,920,635.871052,41.786249,20.922975,21119.753292
833,736,629.302674,17.909243,24.763986,21144.517278
834,31,628.317523,12.829109,5.174773,21149.692051
835,376,611.112702,25.748791,21.515669,21171.20772
836,898,592.30479,37.032903,21.933279,21193.140999
837,512,583.076981,37.407884,9.235425,21202.376424
838,589,566.903545,53.99277,23.165459,21225.541883
839,950,544.595874,49.757687,22.706124,21248.248008
840,676,541.062811,43.398258,7.274949,21255.522956
841,793,518.136502,17.753346,34.398796,21289.921752
842,299,500.133341,5.240965,21.924267,21311.846019
843,999,489.296256,9.668993,11.706828,21323.552848
844,623,486.757711,24.771928,15.314792,21338.86764
845,826,482.024046,34.883491,11.164735,21350.032374
846,454,481.34045,40.279597,5.439234,21355.471608
847,341,500.087249,32.969757,20.121536,21375.593145
848,490,497.068111,64.926026,32.098572,21407.691717
849,882,471.190783,73.635758,27.303764,21434.995481
850,810,454.829739,94.949319,26.869158,21461.864639
851,355,465.987787,98.543785,11.722722,21473.587361
852,867,489.766021,110.803102,26.752482,21500.339843
853,679,518.427447,127.359452,33.099699,21533.439542
854,70,514.71914,137.371498,10.676732,21544.116274
855,931,509.646721,161.992909,25.138483,21569.254757
856,628,535.849878,173.329452,28.550353,21597.80511
857,612,574.367553,193.404837,43.435382,21641.240492
858,358,530.39235,233.148402,59.273683,21700.514175
859,874,502.378359,265.732566,42.971053,21743.485228
860,415,467.769152,302.403376,50.42366,21793.908889
861,742,459.447343,311.553426,12.368344,21806.277232
862,768,452.987939,307.739825,7.501163,21813.778395
863,510,423.407168,327.290745,35.457869,21849.236265
864,411,436.063577,310.125463,21.326781,21870.563045
865,787,427.908541,289.864205,21.840861,21892.403906
866,148,435.663839,291.383169,7.902652,21900.306558
867,756,450.633433,282.437602,17.438804,21917.745362
868,633,459.901815,282.78651,9.274947,21927.020309
869,132,467.391545,282.447029,7.497419,21934.517729
870,727,429.114349,236.781663,59.585815,21994.103544
871,868,446.442437,215.210852,27.668801,22021.772345
872,348,475.866314,221.637307,30.117501,22051.889846
873,891,480.561661,219.560557,5.134118,22057.023964
874,936,496.679293,225.389279,17.139197,22074.163161
875,74,506.301487,203.272051,24.119667,22098.282829
876,37,483.811483,177.589731,34.13769,22132.420519
877,766,477.548843,184.485841,9.315417,22141.735936
878,319,356.460516,310.760369,174.950391,22316.686327
879,690,355.940754,323.300122,12.55052,22329.236847
880,5,337.216657,333.796395,21.465404,22350.702251
881,747,352.234901,353.948296,25.132584,22375.834835
882,27,336.916153,391.193307,40.27226,22416.107095
883,123,320.623366,386.500874,16.955053,22433.062148
884,465,324.29011,392.282231,6.846101,22439.908249
885,75,322.057227,398.170181,6.29712,22446.205369
886,18,315.263152,398.238151,6.794415,22452.999784
887,326,329.089699,414.699523,21.497677,22474.497461
888,483,303.140496,411.943937,26.095103,22500.592564
889,389,310.913253,431.872798,21.391009,22521.983573
890,9,315.458974,448.321708,17.065469,22539.049042
891,42,271.929852,434.268584,45.74139,22584.790431
892,109,265.91432,439.221662,7.792279,22592.582711
893,188,263.262577,420.872032,18.540244,22611.122954
894,261,263.193758,410.974419,9.897852,22621.020807
895,178,235.133035,431.300851,34.649214,22655.67002
896,302,224.803389,426.87693,11.237112,22666.907132
897,545,209.345874,436.865117,18.403767,22685.310899
898,622,181.862993,421.67057,31.403551,22716.71445
899,505,203.772744,391.644935,37.169556,22753.884006
900,644,206.593565,381.516651,10.513761,22764.397767
901,200,205.342537,358.267169,23.283116,22787.680884
902,233,187.995396,310.332472,50.977039,22838.657922
903,236,145.266513,284.885003,49.732596,22888.390518
904,103,122.326791,265.416067,30.087711,22918.478229
905,329,102.512331,257.159584,21.465841,22939.944069
906,210,56.781031,254.851068,45.789531,22985.7336
907,735,54.327965,228.396483,26.568075,23012.301675
908,522,70.011925,217.365857,19.174496,23031.476171
909,320,71.493218,205.826788,11.633759,23043.10993
910,762,75.990721,211.829913,7.501003,23050.610933
911,535,94.973879,234.987073,29.943519,23080.554452
912,918,114.323242,237.752695,19.546011,23100.100463
913,809,125.202791,223.411066,18.001303,23118.101766
914,40,134.727601,193.17697,31.698936,23149.800702
915,460,131.26336,193.023095,3.467656,23153.268359
916,597,131.431716,184.494833,8.529924,23161.798282
917,863,134.446826,203.502499,19.245318,23181.0436
918,481,171.281886,195.911913,37.609023,23218.652623
919,532,139.898451,222.963901,41.433442,23260.086065
920,391,143.709691,228.827084,6.993029,23267.079094
921,956,143.985734,254.278817,25.45323,23292.532324
922,371,160.309169,268.226755,21.470899,23314.003223
923,685,168.975576,270.343962,8.921277,23322.9245
924,227,174.651739,266.68189,6.754968,23329.679468
925,444,173.078199,276.508926,9.952218,23339.631686
926,770,184.164203,279.895027,11.591599,23351.223285
927,342,204.619347,287.003266,21.655022,23372.878306
928,830,240.538995,260.318835,44.746844,23417.625151
929,153,224.933978,222.049687,41.328492,23458.953642
930,347,207.989777,240.722878,25.214955,23484.168598
931,495,209.515614,228.280076,12.536007,23496.704605
932,647,197.654859,219.442856,14.79101,23511.495615
933,141,194.459915,211.630054,8.440826,23519.936441
934,77,197.094869,199.499345,12.413585,23532.350026
935,149,185.927952,112.719493,87.495386,23619.845412
936,30,189.06187,88.157295,24.761321,23644.606733
937,917,199.089734,82.137259,11.696106,23656.302839
938,594,215.319257,71.283335,19.524474,23675.827313
939,919,227.079811,75.069168,12.354884,23688.182198
940,55,234.963437,78.376478,8.549261,23696.731459
941,218,234.977059,93.569017,15.192545,23711.924004
942,864,253.123674,83.107417,20.946234,23732.870238
943,571,314.601034,93.561183,62.359819,23795.230057
944,523,329.581332,137.898167,46.799332,23842.029388
945,448,325.051992,135.122628,5.312113,23847.341501
946,184,288.067976,125.114415,38.31425,23885.655751
947,709,274.041171,117.810854,15.814338,23901.470089
948,497,247.524958,136.799596,32.614136,23934.084225
949,669,265.863892,162.224235,31.348506,23965.432731
950,125,253.36195,168.020375,13.780196,23979.212926
951,520,255.510161,189.729301,21.814956,24001.027882
952,569,288.844527,198.450087,34.456234,24035.484116
953,162,288.756582,213.373448,14.92362,24050.407737
954,777,309.049643,212.574903,20.308767,24070.716503
955,900,308.914909,202.417184,10.158613,24080.875116
956,761,314.924704,202.513537,6.010567,24086.885683
957,519,335.811374,190.388977,24.150734,24111.036417
958,254,333.758769,182.440405,8.209323,24119.24574
959,275,338.624628,169.182629,14.122507,24133.368247
960,152,361.532813,152.874674,28.119999,24161.488246
961,831,367.240145,126.201034,27.277403,24188.765649
962,769,397.906307,136.033955,32.204035,24220.969684
963,472,391.089144,126.386696,11.812845,24232.782529
964,60,389.259267,126.469959,1.83177,24234.614299
965,106,388.418155,107.465904,19.022659,24253.636959
966,1,407.241764,107.700235,18.825067,24272.462026
967,43,420.357317,108.620834,13.147822,24285.609848
968,456,428.022044,102.936123,9.542745,24295.152593
969,7,436.275793,87.6135,17.404228,24312.556822
970,794,423.416237,49.771899,39.966923,24352.523745
971,832,409.619039,20.79162,32.097029,24384.620774
972,865,357.568732,17.466164,52.156429,24436.777203
973,235,338.218093,22.660849,20.035767,24456.81297
974,23,374.521632,31.841307,37.446332,24494.259302
975,63,386.246163,62.055765,32.409537,24526.668839
976,712,361.243246,68.371077,25.788157,24552.456996
977,884,347.260955,70.571099,14.154312,24566.611308
978,380,347.429665,83.569953,12.999949,24579.611256
979,897,333.52794,70.556089,19.042546,24598.653803
980,740,295.997222,54.561462,40.79685,24639.450653
981,978,253.218693,13.846291,59.056987,24698.507639
982,6,245.163353,1.670554,14.599215,24713.106855
983,521,246.301185,23.014665,21.374418,24734.481273
984,723,245.645757,36.1511,13.152776,24747.634049
985,142,241.311528,37.556658,4.556439,24752.190487
986,151,212.01111,25.966292,31.509539,24783.700026
987,726,184.110949,47.656582,35.339604,24819.03963
988,128,164.769539,46.621071,19.36911,24838.408741
989,398,177.216706,16.310927,32.766398,24871.175139
990,910,170.620291,5.296858,12.838318,24884.013456
991,203,163.355696,26.714826,22.616447,24906.629904
992,247,89.690852,42.731732,75.38601,24982.015913
993,823,59.431938,17.6983,39.271804,25021.287717
994,859,55.883541,39.363882,21.954237,25043.241955
995,517,57.021151,62.684716,23.348565,25066.59052
996,335,40.375646,51.548467,20.027204,25086.617724
997,307,14.467814,38.005864,29.233847,25115.851571
998,539,14.110184,63.461979,25.458628,25141.310199
999,673,29.756566,64.082954,15.6587,25156.968899
1000,0,52.363599,87.186678,32.324294,25189.293192
